 
file: ,POJ/61/270.txt
ids: ,"['POJ/88/1338.txt', 'POJ/88/876.txt', 'POJ/88/728.txt', 'POJ/88/222.txt', 'POJ/88/1002.txt', 'POJ/88/369.txt', 'POJ/88/47.txt', 'POJ/88/815.txt', 'POJ/88/992.txt', 'POJ/88/988.txt']"
distances: ,"[0.4119238257408142, 0.41324156522750854, 0.4160851240158081, 0.4174792170524597, 0.41778939962387085, 0.41781580448150635, 0.4197118282318115, 0.42049312591552734, 0.4205225110054016, 0.42120134830474854]"
 
file: ,POJ/93/2265.txt
ids: ,"['POJ/14/1419.txt', 'POJ/84/3000.txt', 'POJ/14/776.txt', 'POJ/14/1273.txt', 'POJ/14/1261.txt', 'POJ/14/673.txt', 'POJ/14/89.txt', 'POJ/14/331.txt', 'POJ/14/778.txt', 'POJ/14/1036.txt']"
distances: ,"[0.4317846894264221, 0.4367290735244751, 0.43742603063583374, 0.4375927448272705, 0.44528287649154663, 0.44544440507888794, 0.4483289122581482, 0.4519057273864746, 0.455558717250824, 0.45570069551467896]"
 
file: ,POJ/93/1370.txt
ids: ,"['POJ/53/1330.txt', 'POJ/53/952.txt', 'POJ/53/1580.txt', 'POJ/53/593.txt', 'POJ/53/1639.txt', 'POJ/53/1530.txt', 'POJ/53/595.txt', 'POJ/53/9.txt', 'POJ/53/666.txt', 'POJ/53/776.txt']"
distances: ,"[0.46201831102371216, 0.46672481298446655, 0.47049444913864136, 0.4765019416809082, 0.4777437448501587, 0.48039770126342773, 0.48092222213745117, 0.48155099153518677, 0.48238950967788696, 0.4824686646461487]"
 
file: ,POJ/93/330.txt
ids: ,"['POJ/94/600.txt', 'POJ/94/1978.txt', 'POJ/94/2074.txt', 'POJ/94/938.txt', 'POJ/94/985.txt', 'POJ/94/1984.txt', 'POJ/94/66.txt', 'POJ/94/2090.txt', 'POJ/94/2034.txt', 'POJ/94/1655.txt']"
distances: ,"[0.4238157868385315, 0.42521119117736816, 0.4254527688026428, 0.4359074831008911, 0.4373835325241089, 0.4387114644050598, 0.44119107723236084, 0.4415387511253357, 0.44711220264434814, 0.4475553631782532]"
 
file: ,POJ/93/131.txt
ids: ,"['POJ/13/765.txt', 'POJ/13/1339.txt', 'POJ/53/1039.txt', 'POJ/53/1330.txt', 'POJ/13/1353.txt', 'POJ/53/137.txt', 'POJ/13/1336.txt', 'POJ/13/788.txt', 'POJ/13/1480.txt', 'POJ/53/664.txt']"
distances: ,"[0.41524648666381836, 0.41615307331085205, 0.422174334526062, 0.4225430488586426, 0.42379069328308105, 0.42529433965682983, 0.4273676872253418, 0.43027663230895996, 0.4341074824333191, 0.43737417459487915]"
 
file: ,POJ/93/938.txt
ids: ,"['POJ/94/1978.txt', 'POJ/94/2432.txt', 'POJ/94/984.txt', 'POJ/94/21.txt', 'POJ/94/600.txt', 'POJ/94/2090.txt', 'POJ/94/11.txt', 'POJ/94/938.txt', 'POJ/94/41.txt', 'POJ/94/2074.txt']"
distances: ,"[0.44694608449935913, 0.45120394229888916, 0.4522606134414673, 0.4547748565673828, 0.4556366801261902, 0.45659732818603516, 0.46211379766464233, 0.4626995921134949, 0.46338218450546265, 0.46422892808914185]"
 
file: ,POJ/60/1053.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/2758.txt', 'POJ/84/284.txt', 'POJ/84/3367.txt', 'POJ/84/3053.txt', 'POJ/84/1832.txt', 'POJ/84/992.txt', 'POJ/84/3708.txt', 'POJ/84/813.txt']"
distances: ,"[0.44417256116867065, 0.48836517333984375, 0.4955393671989441, 0.49601393938064575, 0.4981536269187927, 0.49909430742263794, 0.4993634819984436, 0.5015113949775696, 0.5026448965072632, 0.5039594173431396]"
 
file: ,POJ/60/470.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/813.txt', 'POJ/84/284.txt', 'POJ/84/1018.txt', 'POJ/84/919.txt', 'POJ/84/3367.txt', 'POJ/84/2758.txt', 'POJ/84/1832.txt', 'POJ/84/3708.txt']"
distances: ,"[0.44354695081710815, 0.4772743582725525, 0.49549055099487305, 0.49561524391174316, 0.49833667278289795, 0.4995839595794678, 0.5000641345977783, 0.50052410364151, 0.5029693245887756, 0.5033103227615356]"
 
file: ,POJ/60/868.txt
ids: ,"['POJ/84/573.txt', 'POJ/94/2679.txt', 'POJ/94/2756.txt', 'POJ/84/284.txt', 'POJ/84/2702.txt', 'POJ/84/813.txt', 'POJ/94/600.txt', 'POJ/94/1167.txt', 'POJ/94/1756.txt', 'POJ/94/2764.txt']"
distances: ,"[0.4152988791465759, 0.41666698455810547, 0.44020360708236694, 0.4474397301673889, 0.45245295763015747, 0.4590802788734436, 0.45928144454956055, 0.4606989026069641, 0.4608824849128723, 0.4659794569015503]"
 
file: ,POJ/60/1278.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/992.txt', 'POJ/84/1353.txt', 'POJ/84/1101.txt', 'POJ/84/1832.txt', 'POJ/84/3053.txt', 'POJ/84/874.txt', 'POJ/84/284.txt', 'POJ/84/576.txt']"
distances: ,"[0.4762082099914551, 0.5202100276947021, 0.5205742120742798, 0.5229296684265137, 0.523229718208313, 0.5239600539207458, 0.5255614519119263, 0.5266577005386353, 0.5274522304534912, 0.5281511545181274]"
 
file: ,POJ/60/908.txt
ids: ,"['POJ/84/573.txt', 'POJ/94/2679.txt', 'POJ/84/2702.txt', 'POJ/94/2756.txt', 'POJ/84/813.txt', 'POJ/94/1167.txt', 'POJ/94/1373.txt', 'POJ/94/931.txt', 'POJ/84/3053.txt', 'POJ/84/919.txt']"
distances: ,"[0.445406973361969, 0.4711930751800537, 0.496456503868103, 0.49999529123306274, 0.5007020235061646, 0.5037603378295898, 0.5045112371444702, 0.5062695741653442, 0.5076457858085632, 0.5077032446861267]"
 
file: ,POJ/60/1522.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/813.txt', 'POJ/84/2758.txt', 'POJ/84/3708.txt', 'POJ/84/3053.txt', 'POJ/84/919.txt', 'POJ/84/1849.txt', 'POJ/84/284.txt', 'POJ/84/1832.txt']"
distances: ,"[0.43091022968292236, 0.4737018346786499, 0.4813656806945801, 0.48285621404647827, 0.4853065609931946, 0.4868559241294861, 0.48811566829681396, 0.4891338348388672, 0.4891640543937683, 0.4898901581764221]"
 
file: ,POJ/60/1326.txt
ids: ,"['POJ/84/1127.txt', 'POJ/84/573.txt', 'POJ/84/1125.txt', 'POJ/84/2702.txt', 'POJ/84/3367.txt', 'POJ/84/813.txt', 'POJ/84/919.txt', 'POJ/84/1018.txt', 'POJ/84/2812.txt', 'POJ/84/3086.txt']"
distances: ,"[0.4503856897354126, 0.4526206851005554, 0.4588485360145569, 0.46641403436660767, 0.47740042209625244, 0.478863000869751, 0.4811131954193115, 0.48339998722076416, 0.48610949516296387, 0.4870758056640625]"
 
file: ,POJ/60/1656.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/3053.txt', 'POJ/84/1018.txt', 'POJ/84/1127.txt', 'POJ/84/2812.txt', 'POJ/84/284.txt', 'POJ/84/813.txt', 'POJ/84/2758.txt', 'POJ/84/1101.txt']"
distances: ,"[0.4462866187095642, 0.46964192390441895, 0.47904253005981445, 0.4839792251586914, 0.48429620265960693, 0.48828446865081787, 0.4911218285560608, 0.491285502910614, 0.4927889108657837, 0.49310314655303955]"
 
file: ,POJ/60/1681.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/813.txt', 'POJ/84/3053.txt', 'POJ/84/2758.txt', 'POJ/84/3367.txt', 'POJ/84/284.txt', 'POJ/84/1832.txt', 'POJ/84/3708.txt', 'POJ/84/919.txt']"
distances: ,"[0.4090108275413513, 0.45635896921157837, 0.46333253383636475, 0.46630847454071045, 0.4669196605682373, 0.470506489276886, 0.4714548587799072, 0.47210878133773804, 0.47320228815078735, 0.47370678186416626]"
 
file: ,POJ/60/1680.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/2758.txt', 'POJ/84/3708.txt', 'POJ/84/813.txt', 'POJ/84/1849.txt', 'POJ/84/3367.txt', 'POJ/84/1832.txt', 'POJ/84/3053.txt', 'POJ/84/919.txt']"
distances: ,"[0.4345356225967407, 0.4771754741668701, 0.48555171489715576, 0.4907458424568176, 0.4916902780532837, 0.4935663938522339, 0.4939555525779724, 0.49437564611434937, 0.4953806400299072, 0.49540895223617554]"
 
file: ,POJ/60/658.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/919.txt', 'POJ/84/4146.txt', 'POJ/84/3086.txt', 'POJ/84/1252.txt', 'POJ/84/813.txt', 'POJ/84/830.txt', 'POJ/84/283.txt', 'POJ/84/3097.txt']"
distances: ,"[0.48760414123535156, 0.5047380328178406, 0.5203104019165039, 0.5225337743759155, 0.5228626728057861, 0.5233877897262573, 0.5235000848770142, 0.5235155820846558, 0.5241007804870605, 0.5249192714691162]"
 
file: ,POJ/60/1079.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/284.txt', 'POJ/84/813.txt', 'POJ/84/1018.txt', 'POJ/84/2758.txt', 'POJ/84/3708.txt', 'POJ/84/1969.txt', 'POJ/84/3053.txt', 'POJ/84/3112.txt']"
distances: ,"[0.4161360263824463, 0.43774497509002686, 0.45209890604019165, 0.4626069664955139, 0.4630107879638672, 0.46358293294906616, 0.4636176824569702, 0.4679046869277954, 0.46808671951293945, 0.46825462579727173]"
 
file: ,POJ/60/933.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2758.txt', 'POJ/84/2702.txt', 'POJ/84/284.txt', 'POJ/84/3053.txt', 'POJ/84/813.txt', 'POJ/22/335.txt', 'POJ/84/3367.txt', 'POJ/94/600.txt', 'POJ/84/3708.txt']"
distances: ,"[0.4104683995246887, 0.46922576427459717, 0.471413254737854, 0.47463226318359375, 0.47647684812545776, 0.4783087372779846, 0.47941863536834717, 0.4798278212547302, 0.48415428400039673, 0.48442012071609497]"
 
file: ,POJ/60/1647.txt
ids: ,"['POJ/84/573.txt', 'POJ/94/2679.txt', 'POJ/94/2756.txt', 'POJ/84/2702.txt', 'POJ/94/1756.txt', 'POJ/94/1570.txt', 'POJ/94/1373.txt', 'POJ/84/284.txt', 'POJ/94/1566.txt', 'POJ/94/1167.txt']"
distances: ,"[0.43374359607696533, 0.44674229621887207, 0.45644038915634155, 0.4663795828819275, 0.4687159061431885, 0.4710083603858948, 0.4745712876319885, 0.4780226945877075, 0.4783064126968384, 0.4784097671508789]"
 
file: ,POJ/60/1690.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/2758.txt', 'POJ/84/3053.txt', 'POJ/84/813.txt', 'POJ/84/1745.txt', 'POJ/84/3708.txt', 'POJ/84/284.txt', 'POJ/84/4159.txt', 'POJ/84/3367.txt']"
distances: ,"[0.4041396975517273, 0.4458857774734497, 0.4509512782096863, 0.4538424015045166, 0.4539668560028076, 0.45967817306518555, 0.4597962498664856, 0.4624263644218445, 0.46340757608413696, 0.4636642336845398]"
 
file: ,POJ/60/298.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/2758.txt', 'POJ/84/813.txt', 'POJ/84/284.txt', 'POJ/84/3053.txt', 'POJ/84/3367.txt', 'POJ/84/3708.txt', 'POJ/84/1018.txt', 'POJ/84/3911.txt']"
distances: ,"[0.43038201332092285, 0.46033239364624023, 0.46389496326446533, 0.46909189224243164, 0.47393614053726196, 0.476563036441803, 0.4775162935256958, 0.4792966842651367, 0.4795297384262085, 0.4839426875114441]"
 
file: ,POJ/60/1081.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/813.txt', 'POJ/84/2702.txt', 'POJ/84/919.txt', 'POJ/84/284.txt', 'POJ/84/3708.txt', 'POJ/84/3389.txt', 'POJ/84/1832.txt', 'POJ/84/4146.txt', 'POJ/84/1018.txt']"
distances: ,"[0.43469804525375366, 0.4686611294746399, 0.46876949071884155, 0.4737117290496826, 0.4812549948692322, 0.48278599977493286, 0.48584914207458496, 0.4859870672225952, 0.4869540333747864, 0.48718273639678955]"
 
file: ,POJ/60/273.txt
ids: ,"['POJ/84/573.txt', 'POJ/94/2679.txt', 'POJ/94/2756.txt', 'POJ/84/1127.txt', 'POJ/84/2702.txt', 'POJ/84/3367.txt', 'POJ/94/1756.txt', 'POJ/84/1353.txt', 'POJ/84/919.txt', 'POJ/94/2780.txt']"
distances: ,"[0.47275620698928833, 0.4901432394981384, 0.4931231737136841, 0.4968793988227844, 0.510196328163147, 0.5156059861183167, 0.5164276361465454, 0.5193528532981873, 0.5198022723197937, 0.520045280456543]"
 
file: ,POJ/60/1687.txt
ids: ,"['POJ/77/48.txt', 'POJ/77/120.txt', 'POJ/77/1559.txt', 'POJ/77/1184.txt', 'POJ/77/992.txt', 'POJ/77/14.txt', 'POJ/77/1041.txt', 'POJ/77/24.txt', 'POJ/77/463.txt', 'POJ/77/1604.txt']"
distances: ,"[0.4058460593223572, 0.40727782249450684, 0.4078645706176758, 0.41046857833862305, 0.41213423013687134, 0.4143908619880676, 0.41534507274627686, 0.41562724113464355, 0.4162691831588745, 0.4195880889892578]"
 
file: ,POJ/60/39.txt
ids: ,"['POJ/76/11.txt', 'POJ/76/1033.txt', 'POJ/84/573.txt', 'POJ/76/185.txt', 'POJ/84/3367.txt', 'POJ/84/2702.txt', 'POJ/76/1366.txt', 'POJ/76/1036.txt', 'POJ/76/956.txt', 'POJ/76/781.txt']"
distances: ,"[0.3764140009880066, 0.3953976035118103, 0.4018200635910034, 0.41061633825302124, 0.4162372350692749, 0.4170730710029602, 0.42307156324386597, 0.42346644401550293, 0.42460960149765015, 0.42471832036972046]"
 
file: ,POJ/60/1838.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/2812.txt', 'POJ/84/283.txt', 'POJ/84/4087.txt', 'POJ/84/919.txt', 'POJ/84/830.txt', 'POJ/84/813.txt', 'POJ/84/2972.txt', 'POJ/84/1018.txt']"
distances: ,"[0.4190698266029358, 0.4210438132286072, 0.4327589273452759, 0.4379681348800659, 0.4396403431892395, 0.4421173930168152, 0.44518786668777466, 0.44623130559921265, 0.44626981019973755, 0.4465983510017395]"
 
file: ,POJ/60/189.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/2758.txt', 'POJ/84/3367.txt', 'POJ/84/3053.txt', 'POJ/22/335.txt', 'POJ/84/352.txt', 'POJ/84/4136.txt', 'POJ/84/284.txt', 'POJ/84/1125.txt']"
distances: ,"[0.4152553677558899, 0.43003588914871216, 0.4320315718650818, 0.44546031951904297, 0.4480437636375427, 0.4491177201271057, 0.45059657096862793, 0.4522510766983032, 0.4546704888343811, 0.45577841997146606]"
 
file: ,POJ/60/572.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/813.txt', 'POJ/84/3708.txt', 'POJ/84/3053.txt', 'POJ/84/1018.txt', 'POJ/84/3911.txt', 'POJ/84/1969.txt', 'POJ/84/919.txt', 'POJ/84/2758.txt']"
distances: ,"[0.41862380504608154, 0.4480758309364319, 0.45875656604766846, 0.46213018894195557, 0.4640689492225647, 0.46419674158096313, 0.466178297996521, 0.46801137924194336, 0.46807581186294556, 0.469735324382782]"
 
file: ,POJ/60/1031.txt
ids: ,"['POJ/84/573.txt', 'POJ/94/2679.txt', 'POJ/94/1167.txt', 'POJ/94/2756.txt', 'POJ/84/813.txt', 'POJ/84/919.txt', 'POJ/94/1373.txt', 'POJ/84/2702.txt', 'POJ/84/3708.txt', 'POJ/84/1849.txt']"
distances: ,"[0.4439803957939148, 0.45896053314208984, 0.48512107133865356, 0.48743361234664917, 0.4890023469924927, 0.489345908164978, 0.494051456451416, 0.49498575925827026, 0.4967544674873352, 0.49723631143569946]"
 
file: ,POJ/60/1027.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/3053.txt', 'POJ/84/2758.txt', 'POJ/84/1018.txt', 'POJ/84/284.txt', 'POJ/84/3367.txt', 'POJ/84/813.txt', 'POJ/84/1832.txt', 'POJ/84/1969.txt']"
distances: ,"[0.4309559464454651, 0.484421968460083, 0.490592360496521, 0.4974548816680908, 0.49909865856170654, 0.49949127435684204, 0.5004923343658447, 0.5014811754226685, 0.5015007257461548, 0.5027960538864136]"
 
file: ,POJ/60/1621.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/919.txt', 'POJ/84/284.txt', 'POJ/84/576.txt', 'POJ/84/813.txt', 'POJ/84/880.txt', 'POJ/84/2812.txt', 'POJ/84/4087.txt', 'POJ/84/830.txt']"
distances: ,"[0.4094620943069458, 0.44343096017837524, 0.4448932409286499, 0.4464050531387329, 0.44911181926727295, 0.45117461681365967, 0.45488739013671875, 0.45533668994903564, 0.455586314201355, 0.4562261700630188]"
 
file: ,POJ/60/362.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/3053.txt', 'POJ/84/2702.txt', 'POJ/84/2758.txt', 'POJ/22/335.txt', 'POJ/84/813.txt', 'POJ/84/284.txt', 'POJ/84/3367.txt', 'POJ/84/1832.txt', 'POJ/84/3112.txt']"
distances: ,"[0.41431981325149536, 0.4589773416519165, 0.46097326278686523, 0.4611542820930481, 0.4692395329475403, 0.4706704616546631, 0.47128087282180786, 0.4713188409805298, 0.47241026163101196, 0.4748438000679016]"
 
file: ,POJ/60/997.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/3367.txt', 'POJ/84/1832.txt', 'POJ/84/3053.txt', 'POJ/84/1018.txt', 'POJ/84/2812.txt', 'POJ/84/2758.txt', 'POJ/84/830.txt', 'POJ/84/874.txt']"
distances: ,"[0.4559682607650757, 0.48004305362701416, 0.49636310338974, 0.4985676407814026, 0.49907469749450684, 0.5011163949966431, 0.5040172338485718, 0.5041122436523438, 0.5053089261054993, 0.5056310892105103]"
 
file: ,POJ/60/767.txt
ids: ,"['POJ/84/573.txt', 'POJ/94/2679.txt', 'POJ/94/2756.txt', 'POJ/94/1167.txt', 'POJ/84/2702.txt', 'POJ/94/1373.txt', 'POJ/84/284.txt', 'POJ/94/2764.txt', 'POJ/84/919.txt', 'POJ/94/1756.txt']"
distances: ,"[0.4531272053718567, 0.4605374336242676, 0.4879204034805298, 0.49662965536117554, 0.5058081150054932, 0.5060777068138123, 0.5069434642791748, 0.5089325904846191, 0.5089925527572632, 0.5100791454315186]"
 
file: ,POJ/60/366.txt
ids: ,"['POJ/84/2702.txt', 'POJ/84/573.txt', 'POJ/84/283.txt', 'POJ/84/1969.txt', 'POJ/84/3053.txt', 'POJ/84/1018.txt', 'POJ/84/1125.txt', 'POJ/84/4087.txt', 'POJ/84/2972.txt', 'POJ/84/2975.txt']"
distances: ,"[0.41810059547424316, 0.4206506609916687, 0.43850886821746826, 0.44021886587142944, 0.4441986083984375, 0.44475531578063965, 0.4448011517524719, 0.4462839365005493, 0.44684600830078125, 0.4475898742675781]"
 
file: ,POJ/60/1341.txt
ids: ,"['POJ/76/11.txt', 'POJ/76/956.txt', 'POJ/76/185.txt', 'POJ/84/573.txt', 'POJ/76/1033.txt', 'POJ/76/1366.txt', 'POJ/76/671.txt', 'POJ/76/1087.txt', 'POJ/76/1377.txt', 'POJ/76/1046.txt']"
distances: ,"[0.4124900698661804, 0.41473388671875, 0.42461884021759033, 0.4256296753883362, 0.4295249581336975, 0.43676233291625977, 0.4406120777130127, 0.44495946168899536, 0.44812262058258057, 0.4484589695930481]"
 
file: ,POJ/60/71.txt
ids: ,"['POJ/77/992.txt', 'POJ/77/24.txt', 'POJ/77/1559.txt', 'POJ/77/1184.txt', 'POJ/77/120.txt', 'POJ/77/1604.txt', 'POJ/77/1041.txt', 'POJ/12/146.txt', 'POJ/77/14.txt', 'POJ/77/48.txt']"
distances: ,"[0.37237823009490967, 0.37758421897888184, 0.3792693018913269, 0.3797340989112854, 0.3815430998802185, 0.3821849226951599, 0.38234955072402954, 0.3835705518722534, 0.3841860890388489, 0.3850902318954468]"
 
file: ,POJ/60/1579.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/813.txt', 'POJ/84/3911.txt', 'POJ/84/3367.txt', 'POJ/22/335.txt', 'POJ/84/3112.txt', 'POJ/84/2758.txt', 'POJ/84/1969.txt', 'POJ/84/3053.txt']"
distances: ,"[0.3867757320404053, 0.39734143018722534, 0.4072192311286926, 0.40773534774780273, 0.4088526964187622, 0.4096974730491638, 0.41143661737442017, 0.41256505250930786, 0.41625577211380005, 0.41667723655700684]"
 
file: ,POJ/60/73.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/2758.txt', 'POJ/84/813.txt', 'POJ/84/3708.txt', 'POJ/84/284.txt', 'POJ/84/283.txt', 'POJ/84/3053.txt', 'POJ/84/1849.txt', 'POJ/84/1969.txt']"
distances: ,"[0.3935006260871887, 0.40924394130706787, 0.4353097677230835, 0.4356152415275574, 0.4388120770454407, 0.442068874835968, 0.44360679388046265, 0.44577735662460327, 0.4473513960838318, 0.4474509358406067]"
 
file: ,POJ/60/199.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/284.txt', 'POJ/84/3367.txt', 'POJ/84/813.txt', 'POJ/84/3097.txt', 'POJ/84/4146.txt', 'POJ/84/3708.txt', 'POJ/84/2758.txt', 'POJ/84/919.txt']"
distances: ,"[0.38526344299316406, 0.38694947957992554, 0.39634203910827637, 0.4010932445526123, 0.40412086248397827, 0.4079146385192871, 0.4088479280471802, 0.4099218249320984, 0.41006171703338623, 0.410455584526062]"
 
file: ,POJ/60/614.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/919.txt', 'POJ/84/813.txt', 'POJ/84/4087.txt', 'POJ/84/3367.txt', 'POJ/84/3389.txt', 'POJ/84/3086.txt', 'POJ/84/576.txt', 'POJ/84/284.txt']"
distances: ,"[0.4250737428665161, 0.4462330937385559, 0.4623391032218933, 0.4644277095794678, 0.4659578800201416, 0.4669654965400696, 0.46745550632476807, 0.4682796597480774, 0.46929627656936646, 0.46977418661117554]"
 
file: ,POJ/60/66.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/3053.txt', 'POJ/84/2758.txt', 'POJ/84/813.txt', 'POJ/84/1018.txt', 'POJ/84/283.txt', 'POJ/84/284.txt', 'POJ/84/3708.txt', 'POJ/84/1969.txt']"
distances: ,"[0.4183470606803894, 0.44077956676483154, 0.46498793363571167, 0.46665775775909424, 0.46904152631759644, 0.4704352617263794, 0.47238850593566895, 0.472507119178772, 0.473771333694458, 0.47386300563812256]"
 
file: ,POJ/60/1575.txt
ids: ,"['POJ/84/2702.txt', 'POJ/84/573.txt', 'POJ/84/2812.txt', 'POJ/84/4087.txt', 'POJ/84/1018.txt', 'POJ/84/1125.txt', 'POJ/84/283.txt', 'POJ/84/1969.txt', 'POJ/84/3808.txt', 'POJ/84/1127.txt']"
distances: ,"[0.4362976551055908, 0.44009262323379517, 0.44370877742767334, 0.4452640414237976, 0.44652682542800903, 0.448150634765625, 0.4487227201461792, 0.45710188150405884, 0.46065711975097656, 0.4642688035964966]"
 
file: ,POJ/60/81.txt
ids: ,"['POJ/94/2679.txt', 'POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/94/1373.txt', 'POJ/94/2764.txt', 'POJ/94/1756.txt', 'POJ/94/1570.txt', 'POJ/94/931.txt', 'POJ/94/319.txt', 'POJ/84/813.txt']"
distances: ,"[0.43524718284606934, 0.43918806314468384, 0.4460643529891968, 0.4472030997276306, 0.45396888256073, 0.454658567905426, 0.46327680349349976, 0.4648473262786865, 0.4658854007720947, 0.4665910005569458]"
 
file: ,POJ/60/157.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/3053.txt', 'POJ/84/1832.txt', 'POJ/84/1101.txt', 'POJ/84/352.txt', 'POJ/84/3112.txt', 'POJ/84/2758.txt', 'POJ/84/284.txt', 'POJ/84/3097.txt']"
distances: ,"[0.43926769495010376, 0.4684711694717407, 0.4782698154449463, 0.4799259305000305, 0.48062223196029663, 0.4828289747238159, 0.48332881927490234, 0.483687162399292, 0.4858086109161377, 0.48637568950653076]"
 
file: ,POJ/60/194.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/2758.txt', 'POJ/84/813.txt', 'POJ/84/3367.txt', 'POJ/84/284.txt', 'POJ/84/3708.txt', 'POJ/84/3053.txt', 'POJ/84/3383.txt', 'POJ/84/1849.txt']"
distances: ,"[0.40370506048202515, 0.4345743656158447, 0.4452022314071655, 0.4512917399406433, 0.45344090461730957, 0.4546673893928528, 0.45673680305480957, 0.4570077657699585, 0.46001511812210083, 0.4634370803833008]"
 
file: ,POJ/60/1789.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/813.txt', 'POJ/84/1018.txt', 'POJ/84/919.txt', 'POJ/84/3708.txt', 'POJ/84/283.txt', 'POJ/84/3367.txt', 'POJ/84/1125.txt', 'POJ/84/4087.txt']"
distances: ,"[0.42866015434265137, 0.4298798441886902, 0.43604981899261475, 0.44783103466033936, 0.4483352303504944, 0.4490976333618164, 0.45080626010894775, 0.4554286599159241, 0.4559834599494934, 0.4560905694961548]"
 
file: ,POJ/60/141.txt
ids: ,"['POJ/84/3367.txt', 'POJ/84/2758.txt', 'POJ/84/3911.txt', 'POJ/84/352.txt', 'POJ/22/335.txt', 'POJ/84/2702.txt', 'POJ/84/4127.txt', 'POJ/84/3383.txt', 'POJ/84/4088.txt', 'POJ/84/4192.txt']"
distances: ,"[0.37005043029785156, 0.3706755042076111, 0.37462472915649414, 0.37638354301452637, 0.38265347480773926, 0.38305848836898804, 0.3871070146560669, 0.38818788528442383, 0.3924986720085144, 0.39417195320129395]"
 
file: ,POJ/60/394.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/2758.txt', 'POJ/84/3367.txt', 'POJ/84/352.txt', 'POJ/84/813.txt', 'POJ/84/3053.txt', 'POJ/84/3708.txt', 'POJ/84/3383.txt', 'POJ/84/284.txt']"
distances: ,"[0.3882240653038025, 0.41187798976898193, 0.41513437032699585, 0.42750251293182373, 0.43110352754592896, 0.43207287788391113, 0.4333326816558838, 0.43334048986434937, 0.4346466064453125, 0.43777716159820557]"
 
file: ,POJ/60/140.txt
ids: ,"['POJ/84/573.txt', 'POJ/84/2702.txt', 'POJ/84/3367.txt', 'POJ/84/2758.txt', 'POJ/84/813.txt', 'POJ/22/335.txt', 'POJ/84/1125.txt', 'POJ/84/3708.txt', 'POJ/84/1969.txt', 'POJ/84/3053.txt']"
distances: ,"[0.39929813146591187, 0.4010920524597168, 0.4230215549468994, 0.4254705309867859, 0.4288918972015381, 0.42892372608184814, 0.4291539788246155, 0.4313931465148926, 0.432075560092926, 0.43529075384140015]"
 
file: ,POJ/60/1413.txt
ids: ,"['POJ/84/1969.txt', 'POJ/84/2702.txt', 'POJ/84/813.txt', 'POJ/84/573.txt', 'POJ/84/1125.txt', 'POJ/84/3053.txt', 'POJ/84/1018.txt', 'POJ/84/283.txt', 'POJ/84/2758.txt', 'POJ/84/3911.txt']"
distances: ,"[0.36183035373687744, 0.37521880865097046, 0.3771955370903015, 0.38116955757141113, 0.3835311532020569, 0.38582998514175415, 0.3896329402923584, 0.3955710530281067, 0.3997153043746948, 0.4012669324874878]"
 
file: ,POJ/60/1162.txt
