results: ,"[{'id': 'POJ/14/846.txt', 'distance': 0.6183938384056091, 'entity': {}}, {'id': 'POJ/79/5336.txt', 'distance': 0.5775224566459656, 'entity': {}}, {'id': 'POJ/14/1089.txt', 'distance': 0.5739454030990601, 'entity': {}}, {'id': 'POJ/13/1566.txt', 'distance': 0.5702685117721558, 'entity': {}}, {'id': 'POJ/14/1128.txt', 'distance': 0.5700161457061768, 'entity': {}}, {'id': 'POJ/52/1345.txt', 'distance': 0.5698293447494507, 'entity': {}}, {'id': 'POJ/2/1234.txt', 'distance': 0.5666098594665527, 'entity': {}}, {'id': 'POJ/14/823.txt', 'distance': 0.5657981038093567, 'entity': {}}, {'id': 'POJ/14/1133.txt', 'distance': 0.5623936653137207, 'entity': {}}, {'id': 'POJ/14/26.txt', 'distance': 0.5500922203063965, 'entity': {}}]"
 
file: ,POJ/69/642.txt
results: ,"[{'id': 'POJ/2/842.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/2/868.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/71/1197.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/83/4356.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/41/982.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/46/3064.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/64/1944.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/64/2932.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/64/3195.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/64/1326.txt', 'distance': 0.9999997019767761, 'entity': {}}]"
 
file: ,POJ/51/678.txt
results: ,"[{'id': 'POJ/2/842.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/2/868.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/71/1197.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/83/4356.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/41/982.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/46/3064.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/64/1944.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/64/2932.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/64/3195.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/64/1326.txt', 'distance': 0.9999997019767761, 'entity': {}}]"
 
file: ,POJ/67/1.txt
results: ,"[{'id': 'POJ/67/2508.txt', 'distance': 0.7323249578475952, 'entity': {}}, {'id': 'POJ/67/911.txt', 'distance': 0.7281852960586548, 'entity': {}}, {'id': 'POJ/67/899.txt', 'distance': 0.7222861647605896, 'entity': {}}, {'id': 'POJ/67/2168.txt', 'distance': 0.7052338123321533, 'entity': {}}, {'id': 'POJ/67/40.txt', 'distance': 0.7005379796028137, 'entity': {}}, {'id': 'POJ/67/1852.txt', 'distance': 0.6983500123023987, 'entity': {}}, {'id': 'POJ/67/1748.txt', 'distance': 0.6924787163734436, 'entity': {}}, {'id': 'POJ/67/1956.txt', 'distance': 0.6918772459030151, 'entity': {}}, {'id': 'POJ/67/288.txt', 'distance': 0.690179169178009, 'entity': {}}, {'id': 'POJ/67/2478.txt', 'distance': 0.6894769072532654, 'entity': {}}]"
 
file: ,POJ/93/1220.txt
results: ,"[{'id': 'POJ/101/1096.txt', 'distance': 0.7580651044845581, 'entity': {}}, {'id': 'POJ/78/815.txt', 'distance': 0.7313551306724548, 'entity': {}}, {'id': 'POJ/101/250.txt', 'distance': 0.7295735478401184, 'entity': {}}, {'id': 'POJ/78/1162.txt', 'distance': 0.7278518080711365, 'entity': {}}, {'id': 'POJ/101/764.txt', 'distance': 0.7195241451263428, 'entity': {}}, {'id': 'POJ/41/974.txt', 'distance': 0.7183312773704529, 'entity': {}}, {'id': 'POJ/101/544.txt', 'distance': 0.7166355848312378, 'entity': {}}, {'id': 'POJ/101/714.txt', 'distance': 0.7145508527755737, 'entity': {}}, {'id': 'POJ/101/594.txt', 'distance': 0.713796079158783, 'entity': {}}, {'id': 'POJ/41/1245.txt', 'distance': 0.7135724425315857, 'entity': {}}]"
 
file: ,POJ/18/1867.txt
results: ,"[{'id': 'POJ/79/1832.txt', 'distance': 0.6738764643669128, 'entity': {}}, {'id': 'POJ/46/452.txt', 'distance': 0.6623631715774536, 'entity': {}}, {'id': 'POJ/46/1421.txt', 'distance': 0.6581751704216003, 'entity': {}}, {'id': 'POJ/52/3656.txt', 'distance': 0.657630443572998, 'entity': {}}, {'id': 'POJ/79/6140.txt', 'distance': 0.6562618017196655, 'entity': {}}, {'id': 'POJ/79/6141.txt', 'distance': 0.6546198725700378, 'entity': {}}, {'id': 'POJ/79/1757.txt', 'distance': 0.6532170176506042, 'entity': {}}, {'id': 'POJ/48/1186.txt', 'distance': 0.6341698169708252, 'entity': {}}, {'id': 'POJ/42/1176.txt', 'distance': 0.633388102054596, 'entity': {}}, {'id': 'POJ/79/1437.txt', 'distance': 0.6311317086219788, 'entity': {}}]"
 
file: ,POJ/18/933.txt
results: ,"[{'id': 'POJ/64/3184.txt', 'distance': 1.0, 'entity': {}}, {'id': 'POJ/39/2024.txt', 'distance': 1.0, 'entity': {}}, {'id': 'POJ/18/933.txt', 'distance': 0.9999998807907104, 'entity': {}}, {'id': 'POJ/59/1146.txt', 'distance': 0.9999998807907104, 'entity': {}}, {'id': 'POJ/98/2966.txt', 'distance': 0.9999998807907104, 'entity': {}}, {'id': 'POJ/80/946.txt', 'distance': 0.9999998807907104, 'entity': {}}, {'id': 'POJ/18/2008.txt', 'distance': 0.9740272760391235, 'entity': {}}, {'id': 'POJ/27/2098.txt', 'distance': 0.9740272760391235, 'entity': {}}, {'id': 'POJ/32/1124.txt', 'distance': 0.9740272760391235, 'entity': {}}, {'id': 'POJ/69/931.txt', 'distance': 0.9740272760391235, 'entity': {}}]"
 
file: ,POJ/18/956.txt
results: ,"[{'id': 'POJ/48/149.txt', 'distance': 1.000000238418579, 'entity': {}}, {'id': 'POJ/48/1057.txt', 'distance': 1.000000238418579, 'entity': {}}, {'id': 'POJ/18/956.txt', 'distance': 0.9999998807907104, 'entity': {}}, {'id': 'POJ/59/635.txt', 'distance': 0.9999998807907104, 'entity': {}}, {'id': 'POJ/42/193.txt', 'distance': 0.983955979347229, 'entity': {}}, {'id': 'POJ/96/803.txt', 'distance': 0.983955979347229, 'entity': {}}, {'id': 'POJ/19/2385.txt', 'distance': 0.983955979347229, 'entity': {}}, {'id': 'POJ/83/1027.txt', 'distance': 0.9839556217193604, 'entity': {}}, {'id': 'POJ/41/1204.txt', 'distance': 0.9839556217193604, 'entity': {}}, {'id': 'POJ/92/1411.txt', 'distance': 0.9774169921875, 'entity': {}}]"
 
file: ,POJ/18/969.txt
results: ,"[{'id': 'POJ/83/5154.txt', 'distance': 1.0000007152557373, 'entity': {}}, {'id': 'POJ/18/969.txt', 'distance': 1.0000003576278687, 'entity': {}}, {'id': 'POJ/11/14.txt', 'distance': 1.0000003576278687, 'entity': {}}, {'id': 'POJ/71/1340.txt', 'distance': 0.9508702754974365, 'entity': {}}, {'id': 'POJ/27/356.txt', 'distance': 0.9289793968200684, 'entity': {}}, {'id': 'POJ/1/400.txt', 'distance': 0.9289793968200684, 'entity': {}}, {'id': 'POJ/48/1139.txt', 'distance': 0.9122929573059082, 'entity': {}}, {'id': 'POJ/39/1572.txt', 'distance': 0.9122929573059082, 'entity': {}}, {'id': 'POJ/18/1004.txt', 'distance': 0.91229248046875, 'entity': {}}, {'id': 'POJ/59/628.txt', 'distance': 0.91229248046875, 'entity': {}}]"
 
file: ,POJ/18/1750.txt
results: ,"[{'id': 'POJ/71/766.txt', 'distance': 1.0000003576278687, 'entity': {}}, {'id': 'POJ/48/946.txt', 'distance': 1.0000003576278687, 'entity': {}}, {'id': 'POJ/18/1750.txt', 'distance': 1.000000238418579, 'entity': {}}, {'id': 'POJ/80/866.txt', 'distance': 1.000000238418579, 'entity': {}}, {'id': 'POJ/74/186.txt', 'distance': 1.000000238418579, 'entity': {}}, {'id': 'POJ/39/227.txt', 'distance': 0.9522643089294434, 'entity': {}}, {'id': 'POJ/11/994.txt', 'distance': 0.9522642493247986, 'entity': {}}, {'id': 'POJ/8/1228.txt', 'distance': 0.9522642493247986, 'entity': {}}, {'id': 'POJ/95/1012.txt', 'distance': 0.9140373468399048, 'entity': {}}, {'id': 'POJ/59/798.txt', 'distance': 0.9140373468399048, 'entity': {}}]"
 
file: ,POJ/18/953.txt
results: ,"[{'id': 'POJ/48/1584.txt', 'distance': 1.0000009536743164, 'entity': {}}, {'id': 'POJ/18/953.txt', 'distance': 1.0000003576278687, 'entity': {}}, {'id': 'POJ/41/494.txt', 'distance': 0.9580655097961426, 'entity': {}}, {'id': 'POJ/18/2108.txt', 'distance': 0.9464806318283081, 'entity': {}}, {'id': 'POJ/71/2132.txt', 'distance': 0.9337459802627563, 'entity': {}}, {'id': 'POJ/18/2151.txt', 'distance': 0.921496570110321, 'entity': {}}, {'id': 'POJ/14/178.txt', 'distance': 0.9088982343673706, 'entity': {}}, {'id': 'POJ/41/217.txt', 'distance': 0.9060639142990112, 'entity': {}}, {'id': 'POJ/102/156.txt', 'distance': 0.9037194848060608, 'entity': {}}, {'id': 'POJ/32/991.txt', 'distance': 0.890984296798706, 'entity': {}}]"
 
file: ,POJ/18/155.txt
results: ,"[{'id': 'POJ/46/2052.txt', 'distance': 0.6727181673049927, 'entity': {}}, {'id': 'POJ/49/836.txt', 'distance': 0.6643105745315552, 'entity': {}}, {'id': 'POJ/48/156.txt', 'distance': 0.6508157253265381, 'entity': {}}, {'id': 'POJ/77/1053.txt', 'distance': 0.646457314491272, 'entity': {}}, {'id': 'POJ/64/1679.txt', 'distance': 0.6424988508224487, 'entity': {}}, {'id': 'POJ/64/985.txt', 'distance': 0.6393978595733643, 'entity': {}}, {'id': 'POJ/64/413.txt', 'distance': 0.6369770765304565, 'entity': {}}, {'id': 'POJ/24/514.txt', 'distance': 0.6353205442428589, 'entity': {}}, {'id': 'POJ/24/1279.txt', 'distance': 0.6258872747421265, 'entity': {}}, {'id': 'POJ/8/1341.txt', 'distance': 0.625460147857666, 'entity': {}}]"
 
file: ,POJ/18/24.txt
results: ,"[{'id': 'POJ/19/1027.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/69/1009.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/18/434.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/69/1144.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/18/1882.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/18/1459.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/18/1295.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/51/1002.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/18/1449.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/72/2265.txt', 'distance': 0.9999997019767761, 'entity': {}}]"
 
file: ,POJ/95/1012.txt
results: ,"[{'id': 'POJ/24/198.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/83/842.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/64/805.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/101/650.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/39/423.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/59/798.txt', 'distance': 1.0000001192092896, 'entity': {}}, {'id': 'POJ/95/1012.txt', 'distance': 1.0000001192092896, 'entity': {}}, {'id': 'POJ/92/1145.txt', 'distance': 1.0000001192092896, 'entity': {}}, {'id': 'POJ/92/422.txt', 'distance': 1.0000001192092896, 'entity': {}}, {'id': 'POJ/102/146.txt', 'distance': 1.0000001192092896, 'entity': {}}]"
 
file: ,POJ/59/1081.txt
results: ,"[{'id': 'POJ/41/1120.txt', 'distance': 0.7441994547843933, 'entity': {}}, {'id': 'POJ/41/879.txt', 'distance': 0.7439194917678833, 'entity': {}}, {'id': 'POJ/55/782.txt', 'distance': 0.7234846353530884, 'entity': {}}, {'id': 'POJ/48/1224.txt', 'distance': 0.7174294590950012, 'entity': {}}, {'id': 'POJ/4/1680.txt', 'distance': 0.7131813168525696, 'entity': {}}, {'id': 'POJ/48/647.txt', 'distance': 0.708991289138794, 'entity': {}}, {'id': 'POJ/71/1289.txt', 'distance': 0.7089473605155945, 'entity': {}}, {'id': 'POJ/78/666.txt', 'distance': 0.7063310146331787, 'entity': {}}, {'id': 'POJ/71/1073.txt', 'distance': 0.7061375975608826, 'entity': {}}, {'id': 'POJ/39/2047.txt', 'distance': 0.6992087364196777, 'entity': {}}]"
 
file: ,POJ/59/1146.txt
results: ,"[{'id': 'POJ/64/3184.txt', 'distance': 1.0, 'entity': {}}, {'id': 'POJ/39/2024.txt', 'distance': 1.0, 'entity': {}}, {'id': 'POJ/59/1146.txt', 'distance': 0.9999998807907104, 'entity': {}}, {'id': 'POJ/80/946.txt', 'distance': 0.9999998807907104, 'entity': {}}, {'id': 'POJ/98/2966.txt', 'distance': 0.9999998807907104, 'entity': {}}, {'id': 'POJ/18/933.txt', 'distance': 0.9999998807907104, 'entity': {}}, {'id': 'POJ/32/1124.txt', 'distance': 0.9740272760391235, 'entity': {}}, {'id': 'POJ/69/931.txt', 'distance': 0.9740272760391235, 'entity': {}}, {'id': 'POJ/18/2008.txt', 'distance': 0.9740272760391235, 'entity': {}}, {'id': 'POJ/27/2098.txt', 'distance': 0.9740272760391235, 'entity': {}}]"
 
file: ,POJ/59/798.txt
results: ,"[{'id': 'POJ/24/198.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/83/842.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/64/805.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/101/650.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/39/423.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/59/798.txt', 'distance': 1.0000001192092896, 'entity': {}}, {'id': 'POJ/95/1012.txt', 'distance': 1.0000001192092896, 'entity': {}}, {'id': 'POJ/92/1145.txt', 'distance': 1.0000001192092896, 'entity': {}}, {'id': 'POJ/92/422.txt', 'distance': 1.0000001192092896, 'entity': {}}, {'id': 'POJ/102/146.txt', 'distance': 1.0000001192092896, 'entity': {}}]"
 
file: ,POJ/59/1168.txt
results: ,"[{'id': 'POJ/64/407.txt', 'distance': 0.7575269341468811, 'entity': {}}, {'id': 'POJ/64/2741.txt', 'distance': 0.7464303374290466, 'entity': {}}, {'id': 'POJ/39/1718.txt', 'distance': 0.734481692314148, 'entity': {}}, {'id': 'POJ/41/730.txt', 'distance': 0.7168681025505066, 'entity': {}}, {'id': 'POJ/85/2004.txt', 'distance': 0.7152856588363647, 'entity': {}}, {'id': 'POJ/39/1426.txt', 'distance': 0.6854556202888489, 'entity': {}}, {'id': 'POJ/48/647.txt', 'distance': 0.6563339233398438, 'entity': {}}, {'id': 'POJ/64/1081.txt', 'distance': 0.655825138092041, 'entity': {}}, {'id': 'POJ/64/596.txt', 'distance': 0.6548147201538086, 'entity': {}}, {'id': 'POJ/85/2314.txt', 'distance': 0.6519088745117188, 'entity': {}}]"
 
file: ,POJ/59/1762.txt
results: ,"[{'id': 'POJ/39/2047.txt', 'distance': 0.747009813785553, 'entity': {}}, {'id': 'POJ/48/647.txt', 'distance': 0.7416199445724487, 'entity': {}}, {'id': 'POJ/78/666.txt', 'distance': 0.7395603060722351, 'entity': {}}, {'id': 'POJ/41/26.txt', 'distance': 0.7151484489440918, 'entity': {}}, {'id': 'POJ/101/537.txt', 'distance': 0.7064046859741211, 'entity': {}}, {'id': 'POJ/55/714.txt', 'distance': 0.7052687406539917, 'entity': {}}, {'id': 'POJ/78/1745.txt', 'distance': 0.6997425556182861, 'entity': {}}, {'id': 'POJ/48/956.txt', 'distance': 0.6956855654716492, 'entity': {}}, {'id': 'POJ/14/1153.txt', 'distance': 0.6953643560409546, 'entity': {}}, {'id': 'POJ/64/1295.txt', 'distance': 0.6923152208328247, 'entity': {}}]"
 
file: ,POJ/59/1563.txt
results: ,"[{'id': 'POJ/46/2298.txt', 'distance': 0.8127014636993408, 'entity': {}}, {'id': 'POJ/55/423.txt', 'distance': 0.8127014636993408, 'entity': {}}, {'id': 'POJ/48/206.txt', 'distance': 0.7942008972167969, 'entity': {}}, {'id': 'POJ/41/1081.txt', 'distance': 0.7942008972167969, 'entity': {}}, {'id': 'POJ/39/224.txt', 'distance': 0.7942008972167969, 'entity': {}}, {'id': 'POJ/64/1261.txt', 'distance': 0.7690719366073608, 'entity': {}}, {'id': 'POJ/64/718.txt', 'distance': 0.7690719366073608, 'entity': {}}, {'id': 'POJ/64/3150.txt', 'distance': 0.7690719366073608, 'entity': {}}, {'id': 'POJ/64/1147.txt', 'distance': 0.7690719366073608, 'entity': {}}, {'id': 'POJ/39/1852.txt', 'distance': 0.7690719366073608, 'entity': {}}]"
 
file: ,POJ/59/635.txt
results: ,"[{'id': 'POJ/48/149.txt', 'distance': 1.000000238418579, 'entity': {}}, {'id': 'POJ/48/1057.txt', 'distance': 1.000000238418579, 'entity': {}}, {'id': 'POJ/59/635.txt', 'distance': 0.9999998807907104, 'entity': {}}, {'id': 'POJ/18/956.txt', 'distance': 0.9999998807907104, 'entity': {}}, {'id': 'POJ/19/2385.txt', 'distance': 0.983955979347229, 'entity': {}}, {'id': 'POJ/96/803.txt', 'distance': 0.983955979347229, 'entity': {}}, {'id': 'POJ/42/193.txt', 'distance': 0.983955979347229, 'entity': {}}, {'id': 'POJ/83/1027.txt', 'distance': 0.9839556217193604, 'entity': {}}, {'id': 'POJ/41/1204.txt', 'distance': 0.9839556217193604, 'entity': {}}, {'id': 'POJ/92/1411.txt', 'distance': 0.9774169921875, 'entity': {}}]"
 
file: ,POJ/59/735.txt
results: ,"[{'id': 'POJ/2/389.txt', 'distance': 1.0000007152557373, 'entity': {}}, {'id': 'POJ/71/2170.txt', 'distance': 1.0000007152557373, 'entity': {}}, {'id': 'POJ/64/1228.txt', 'distance': 1.0000007152557373, 'entity': {}}, {'id': 'POJ/97/833.txt', 'distance': 1.0000007152557373, 'entity': {}}, {'id': 'POJ/59/735.txt', 'distance': 1.0000003576278687, 'entity': {}}, {'id': 'POJ/72/2084.txt', 'distance': 0.9803169965744019, 'entity': {}}, {'id': 'POJ/96/677.txt', 'distance': 0.9803169965744019, 'entity': {}}, {'id': 'POJ/27/407.txt', 'distance': 0.9803169965744019, 'entity': {}}, {'id': 'POJ/48/1108.txt', 'distance': 0.9803168177604675, 'entity': {}}, {'id': 'POJ/95/912.txt', 'distance': 0.9643933773040771, 'entity': {}}]"
 
file: ,POJ/92/1145.txt
results: ,"[{'id': 'POJ/24/198.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/83/842.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/64/805.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/101/650.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/39/423.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/59/798.txt', 'distance': 1.0000001192092896, 'entity': {}}, {'id': 'POJ/95/1012.txt', 'distance': 1.0000001192092896, 'entity': {}}, {'id': 'POJ/92/1145.txt', 'distance': 1.0000001192092896, 'entity': {}}, {'id': 'POJ/92/422.txt', 'distance': 1.0000001192092896, 'entity': {}}, {'id': 'POJ/102/146.txt', 'distance': 1.0000001192092896, 'entity': {}}]"
 
file: ,POJ/92/764.txt
results: ,"[{'id': 'POJ/2/842.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/2/868.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/59/1682.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/51/678.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/59/1040.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/71/1197.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/83/4356.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/41/982.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/46/3064.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/64/1944.txt', 'distance': 0.9999997019767761, 'entity': {}}]"
 
file: ,POJ/92/1025.txt
results: ,"[{'id': 'POJ/8/308.txt', 'distance': 0.6973922848701477, 'entity': {}}, {'id': 'POJ/8/814.txt', 'distance': 0.6916887164115906, 'entity': {}}, {'id': 'POJ/8/872.txt', 'distance': 0.6877888441085815, 'entity': {}}, {'id': 'POJ/8/663.txt', 'distance': 0.6860901713371277, 'entity': {}}, {'id': 'POJ/76/557.txt', 'distance': 0.6842222809791565, 'entity': {}}, {'id': 'POJ/8/677.txt', 'distance': 0.6825041174888611, 'entity': {}}, {'id': 'POJ/42/1552.txt', 'distance': 0.6775227189064026, 'entity': {}}, {'id': 'POJ/8/773.txt', 'distance': 0.6765668988227844, 'entity': {}}, {'id': 'POJ/76/1814.txt', 'distance': 0.669890284538269, 'entity': {}}, {'id': 'POJ/8/166.txt', 'distance': 0.6684284210205078, 'entity': {}}]"
 
file: ,POJ/92/1156.txt
results: ,"[{'id': 'POJ/2/842.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/2/868.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/59/1682.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/51/678.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/59/1040.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/71/1197.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/83/4356.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/41/982.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/46/3064.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/64/1944.txt', 'distance': 0.9999997019767761, 'entity': {}}]"
 
file: ,POJ/92/383.txt
results: ,"[{'id': 'POJ/2/842.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/2/868.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/59/1682.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/51/678.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/59/1040.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/71/1197.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/83/4356.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/41/982.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/46/3064.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/64/1944.txt', 'distance': 0.9999997019767761, 'entity': {}}]"
 
file: ,POJ/92/422.txt
results: ,"[{'id': 'POJ/24/198.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/83/842.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/64/805.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/101/650.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/39/423.txt', 'distance': 1.0000004768371582, 'entity': {}}, {'id': 'POJ/59/798.txt', 'distance': 1.0000001192092896, 'entity': {}}, {'id': 'POJ/95/1012.txt', 'distance': 1.0000001192092896, 'entity': {}}, {'id': 'POJ/92/1145.txt', 'distance': 1.0000001192092896, 'entity': {}}, {'id': 'POJ/92/422.txt', 'distance': 1.0000001192092896, 'entity': {}}, {'id': 'POJ/102/146.txt', 'distance': 1.0000001192092896, 'entity': {}}]"
 
file: ,POJ/92/807.txt
results: ,"[{'id': 'POJ/2/842.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/2/868.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/59/1682.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/51/678.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/59/1040.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/71/1197.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/83/4356.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/41/982.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/46/3064.txt', 'distance': 0.9999997019767761, 'entity': {}}, {'id': 'POJ/64/1944.txt', 'distance': 0.9999997019767761, 'entity': {}}]"
 
file: ,POJ/92/1111.txt
results: ,"[{'id': 'POJ/2/1256.txt', 'distance': 1.0000005960464478, 'entity': {}}, {'id': 'POJ/64/1076.txt', 'distance': 1.0000005960464478, 'entity': {}}, {'id': 'POJ/64/816.txt', 'distance': 1.0000005960464478, 'entity': {}}, {'id': 'POJ/32/2352.txt', 'distance': 1.0, 'entity': {}}, {'id': 'POJ/92/1111.txt', 'distance': 1.0, 'entity': {}}, {'id': 'POJ/18/1653.txt', 'distance': 0.9881470203399658, 'entity': {}}, {'id': 'POJ/66/637.txt', 'distance': 0.9881470203399658, 'entity': {}}, {'id': 'POJ/79/1822.txt', 'distance': 0.988146960735321, 'entity': {}}, {'id': 'POJ/41/1018.txt', 'distance': 0.9741036295890808, 'entity': {}}, {'id': 'POJ/18/1009.txt', 'distance': 0.9728193879127502, 'entity': {}}]"
 
file: ,POJ/92/709.txt
results: ,"[{'id': 'POJ/46/186.txt', 'distance': 0.6513655781745911, 'entity': {}}, {'id': 'POJ/64/1982.txt', 'distance': 0.651013195514679, 'entity': {}}, {'id': 'POJ/71/354.txt', 'distance': 0.6193295121192932, 'entity': {}}, {'id': 'POJ/15/1982.txt', 'distance': 0.6185954809188843, 'entity': {}}, {'id': 'POJ/97/2745.txt', 'distance': 0.6153689622879028, 'entity': {}}, {'id': 'POJ/79/1373.txt', 'distance': 0.607871949672699, 'entity': {}}, {'id': 'POJ/77/1216.txt', 'distance': 0.6077481508255005, 'entity': {}}, {'id': 'POJ/14/773.txt', 'distance': 0.6052375435829163, 'entity': {}}, {'id': 'POJ/97/2000.txt', 'distance': 0.6036885976791382, 'entity': {}}, {'id': 'POJ/64/2741.txt', 'distance': 0.6023464202880859, 'entity': {}}]"
 
file: ,POJ/92/247.txt
