 
file: ,POJ/61/1338.txt
results: ,"[{'id': 'POJ/25/119.txt', 'distance': 0.8714183568954468, 'entity': {}}, {'id': 'POJ/22/1059.txt', 'distance': 0.8671815991401672, 'entity': {}}, {'id': 'POJ/89/439.txt', 'distance': 0.8624923825263977, 'entity': {}}, {'id': 'POJ/25/370.txt', 'distance': 0.8607260584831238, 'entity': {}}, {'id': 'POJ/46/3075.txt', 'distance': 0.8567456007003784, 'entity': {}}, {'id': 'POJ/59/942.txt', 'distance': 0.8560212850570679, 'entity': {}}, {'id': 'POJ/25/946.txt', 'distance': 0.8539314270019531, 'entity': {}}, {'id': 'POJ/48/1005.txt', 'distance': 0.8516823649406433, 'entity': {}}, {'id': 'POJ/59/1085.txt', 'distance': 0.8513361811637878, 'entity': {}}, {'id': 'POJ/4/861.txt', 'distance': 0.8508275151252747, 'entity': {}}]"
 
file: ,POJ/20/476.txt
results: ,"[{'id': 'POJ/32/495.txt', 'distance': 0.8668586611747742, 'entity': {}}, {'id': 'POJ/32/86.txt', 'distance': 0.8659598231315613, 'entity': {}}, {'id': 'POJ/63/596.txt', 'distance': 0.8656619787216187, 'entity': {}}, {'id': 'POJ/86/616.txt', 'distance': 0.8650628924369812, 'entity': {}}, {'id': 'POJ/32/614.txt', 'distance': 0.8614048957824707, 'entity': {}}, {'id': 'POJ/36/572.txt', 'distance': 0.8613765239715576, 'entity': {}}, {'id': 'POJ/66/199.txt', 'distance': 0.8612164258956909, 'entity': {}}, {'id': 'POJ/35/285.txt', 'distance': 0.8604944348335266, 'entity': {}}, {'id': 'POJ/63/595.txt', 'distance': 0.8604227304458618, 'entity': {}}, {'id': 'POJ/50/199.txt', 'distance': 0.8586705923080444, 'entity': {}}]"
 
file: ,POJ/29/1537.txt
results: ,"[{'id': 'POJ/14/287.txt', 'distance': 0.8916098475456238, 'entity': {}}, {'id': 'POJ/23/396.txt', 'distance': 0.8756802082061768, 'entity': {}}, {'id': 'POJ/76/974.txt', 'distance': 0.8743698596954346, 'entity': {}}, {'id': 'POJ/59/267.txt', 'distance': 0.8739808201789856, 'entity': {}}, {'id': 'POJ/63/507.txt', 'distance': 0.8725137710571289, 'entity': {}}, {'id': 'POJ/59/1624.txt', 'distance': 0.872308075428009, 'entity': {}}, {'id': 'POJ/86/1162.txt', 'distance': 0.870439350605011, 'entity': {}}, {'id': 'POJ/12/1586.txt', 'distance': 0.87016761302948, 'entity': {}}, {'id': 'POJ/27/1864.txt', 'distance': 0.8692364692687988, 'entity': {}}, {'id': 'POJ/63/835.txt', 'distance': 0.8692098259925842, 'entity': {}}]"
 
file: ,POJ/16/664.txt
results: ,"[{'id': 'POJ/13/1931.txt', 'distance': 0.8402208685874939, 'entity': {}}, {'id': 'POJ/5/869.txt', 'distance': 0.8359506726264954, 'entity': {}}, {'id': 'POJ/14/452.txt', 'distance': 0.8317375183105469, 'entity': {}}, {'id': 'POJ/13/1946.txt', 'distance': 0.8120565414428711, 'entity': {}}, {'id': 'POJ/13/743.txt', 'distance': 0.8082778453826904, 'entity': {}}, {'id': 'POJ/22/242.txt', 'distance': 0.8002949357032776, 'entity': {}}, {'id': 'POJ/22/606.txt', 'distance': 0.7993954420089722, 'entity': {}}, {'id': 'POJ/14/292.txt', 'distance': 0.7971563935279846, 'entity': {}}, {'id': 'POJ/13/242.txt', 'distance': 0.7895940542221069, 'entity': {}}, {'id': 'POJ/22/469.txt', 'distance': 0.7863451242446899, 'entity': {}}]"
 
file: ,POJ/42/870.txt
results: ,"[{'id': 'POJ/14/780.txt', 'distance': 0.7532374262809753, 'entity': {}}, {'id': 'POJ/22/912.txt', 'distance': 0.7506840229034424, 'entity': {}}, {'id': 'POJ/22/40.txt', 'distance': 0.7451683878898621, 'entity': {}}, {'id': 'POJ/22/347.txt', 'distance': 0.7443792819976807, 'entity': {}}, {'id': 'POJ/22/412.txt', 'distance': 0.7409813404083252, 'entity': {}}, {'id': 'POJ/13/1710.txt', 'distance': 0.7397851943969727, 'entity': {}}, {'id': 'POJ/14/86.txt', 'distance': 0.7350717186927795, 'entity': {}}, {'id': 'POJ/22/120.txt', 'distance': 0.7308017015457153, 'entity': {}}, {'id': 'POJ/22/91.txt', 'distance': 0.7144085168838501, 'entity': {}}, {'id': 'POJ/22/514.txt', 'distance': 0.7103220820426941, 'entity': {}}]"
 
file: ,POJ/89/135.txt
results: ,"[{'id': 'POJ/13/279.txt', 'distance': 0.5262828469276428, 'entity': {}}, {'id': 'POJ/92/966.txt', 'distance': 0.5222898721694946, 'entity': {}}, {'id': 'POJ/25/76.txt', 'distance': 0.512374758720398, 'entity': {}}, {'id': 'POJ/101/40.txt', 'distance': 0.5122862458229065, 'entity': {}}, {'id': 'POJ/101/1037.txt', 'distance': 0.5100666284561157, 'entity': {}}, {'id': 'POJ/14/900.txt', 'distance': 0.508043646812439, 'entity': {}}, {'id': 'POJ/86/906.txt', 'distance': 0.5058141350746155, 'entity': {}}, {'id': 'POJ/31/408.txt', 'distance': 0.5029368996620178, 'entity': {}}, {'id': 'POJ/101/450.txt', 'distance': 0.5015745162963867, 'entity': {}}, {'id': 'POJ/52/182.txt', 'distance': 0.5009259581565857, 'entity': {}}]"
 
file: ,POJ/45/1190.txt
results: ,"[{'id': 'POJ/13/1957.txt', 'distance': 0.9407474398612976, 'entity': {}}, {'id': 'POJ/5/825.txt', 'distance': 0.9395183324813843, 'entity': {}}, {'id': 'POJ/13/1339.txt', 'distance': 0.9392058253288269, 'entity': {}}, {'id': 'POJ/22/674.txt', 'distance': 0.9374701976776123, 'entity': {}}, {'id': 'POJ/58/690.txt', 'distance': 0.9330018758773804, 'entity': {}}, {'id': 'POJ/22/761.txt', 'distance': 0.9323307275772095, 'entity': {}}, {'id': 'POJ/28/1671.txt', 'distance': 0.9308914542198181, 'entity': {}}, {'id': 'POJ/19/2046.txt', 'distance': 0.9305503964424133, 'entity': {}}, {'id': 'POJ/28/676.txt', 'distance': 0.9305497407913208, 'entity': {}}, {'id': 'POJ/19/2132.txt', 'distance': 0.9287083148956299, 'entity': {}}]"
 
file: ,POJ/73/1434.txt
results: ,"[{'id': 'POJ/34/1122.txt', 'distance': 0.8439721465110779, 'entity': {}}, {'id': 'POJ/21/661.txt', 'distance': 0.8408089280128479, 'entity': {}}, {'id': 'POJ/59/1687.txt', 'distance': 0.8398429155349731, 'entity': {}}, {'id': 'POJ/80/455.txt', 'distance': 0.8395771980285645, 'entity': {}}, {'id': 'POJ/97/3539.txt', 'distance': 0.8394885063171387, 'entity': {}}, {'id': 'POJ/91/912.txt', 'distance': 0.8348072171211243, 'entity': {}}, {'id': 'POJ/46/1568.txt', 'distance': 0.8344280123710632, 'entity': {}}, {'id': 'POJ/27/1162.txt', 'distance': 0.834119439125061, 'entity': {}}, {'id': 'POJ/72/1260.txt', 'distance': 0.8340383768081665, 'entity': {}}, {'id': 'POJ/99/350.txt', 'distance': 0.8331881761550903, 'entity': {}}]"
 
file: ,POJ/73/1373.txt
results: ,"[{'id': 'POJ/51/182.txt', 'distance': 0.360718309879303, 'entity': {}}, {'id': 'POJ/40/1302.txt', 'distance': 0.34642019867897034, 'entity': {}}, {'id': 'POJ/9/545.txt', 'distance': 0.34545549750328064, 'entity': {}}, {'id': 'POJ/65/956.txt', 'distance': 0.33782246708869934, 'entity': {}}, {'id': 'POJ/27/872.txt', 'distance': 0.3369075059890747, 'entity': {}}, {'id': 'POJ/27/2158.txt', 'distance': 0.33401361107826233, 'entity': {}}, {'id': 'POJ/18/834.txt', 'distance': 0.3337461054325104, 'entity': {}}, {'id': 'POJ/18/880.txt', 'distance': 0.3333028256893158, 'entity': {}}, {'id': 'POJ/13/218.txt', 'distance': 0.3332672417163849, 'entity': {}}, {'id': 'POJ/14/1080.txt', 'distance': 0.3322303593158722, 'entity': {}}]"
 
file: ,POJ/87/1067.txt
results: ,"[{'id': 'POJ/83/4077.txt', 'distance': 0.8574866652488708, 'entity': {}}, {'id': 'POJ/3/1396.txt', 'distance': 0.856418788433075, 'entity': {}}, {'id': 'POJ/102/531.txt', 'distance': 0.8555647134780884, 'entity': {}}, {'id': 'POJ/15/1463.txt', 'distance': 0.8555148839950562, 'entity': {}}, {'id': 'POJ/75/230.txt', 'distance': 0.8551179766654968, 'entity': {}}, {'id': 'POJ/84/1671.txt', 'distance': 0.8540327548980713, 'entity': {}}, {'id': 'POJ/55/1498.txt', 'distance': 0.8535693287849426, 'entity': {}}, {'id': 'POJ/70/631.txt', 'distance': 0.8531996011734009, 'entity': {}}, {'id': 'POJ/66/1086.txt', 'distance': 0.852662980556488, 'entity': {}}, {'id': 'POJ/90/1760.txt', 'distance': 0.8523282408714294, 'entity': {}}]"
 
file: ,POJ/80/1376.txt
results: ,"[{'id': 'POJ/5/1093.txt', 'distance': 0.2566922605037689, 'entity': {}}, {'id': 'POJ/41/687.txt', 'distance': 0.2566685676574707, 'entity': {}}, {'id': 'POJ/50/2419.txt', 'distance': 0.24033895134925842, 'entity': {}}, {'id': 'POJ/51/182.txt', 'distance': 0.23672392964363098, 'entity': {}}, {'id': 'POJ/11/754.txt', 'distance': 0.23520644009113312, 'entity': {}}, {'id': 'POJ/66/928.txt', 'distance': 0.22853825986385345, 'entity': {}}, {'id': 'POJ/18/834.txt', 'distance': 0.22815145552158356, 'entity': {}}, {'id': 'POJ/64/3294.txt', 'distance': 0.22593742609024048, 'entity': {}}, {'id': 'POJ/18/1710.txt', 'distance': 0.2257656753063202, 'entity': {}}, {'id': 'POJ/13/218.txt', 'distance': 0.2216813862323761, 'entity': {}}]"
 
file: ,POJ/80/889.txt
results: ,"[{'id': 'POJ/14/1314.txt', 'distance': 0.8498800992965698, 'entity': {}}, {'id': 'POJ/11/1012.txt', 'distance': 0.8497408032417297, 'entity': {}}, {'id': 'POJ/4/1082.txt', 'distance': 0.8470205664634705, 'entity': {}}, {'id': 'POJ/91/252.txt', 'distance': 0.8437012434005737, 'entity': {}}, {'id': 'POJ/23/352.txt', 'distance': 0.8435053825378418, 'entity': {}}, {'id': 'POJ/9/1313.txt', 'distance': 0.8434286713600159, 'entity': {}}, {'id': 'POJ/95/1052.txt', 'distance': 0.8428139090538025, 'entity': {}}, {'id': 'POJ/10/2137.txt', 'distance': 0.8426128625869751, 'entity': {}}, {'id': 'POJ/62/1600.txt', 'distance': 0.8405560255050659, 'entity': {}}, {'id': 'POJ/26/593.txt', 'distance': 0.8405033349990845, 'entity': {}}]"
 
file: ,POJ/80/282.txt
results: ,"[{'id': 'POJ/18/880.txt', 'distance': 0.2822994589805603, 'entity': {}}, {'id': 'POJ/50/2419.txt', 'distance': 0.27544116973876953, 'entity': {}}, {'id': 'POJ/18/1710.txt', 'distance': 0.2702905833721161, 'entity': {}}, {'id': 'POJ/79/3609.txt', 'distance': 0.2683369517326355, 'entity': {}}, {'id': 'POJ/72/217.txt', 'distance': 0.26788240671157837, 'entity': {}}, {'id': 'POJ/27/872.txt', 'distance': 0.26787087321281433, 'entity': {}}, {'id': 'POJ/74/1212.txt', 'distance': 0.2664804756641388, 'entity': {}}, {'id': 'POJ/71/2617.txt', 'distance': 0.26625674962997437, 'entity': {}}, {'id': 'POJ/18/834.txt', 'distance': 0.265636682510376, 'entity': {}}, {'id': 'POJ/41/687.txt', 'distance': 0.26374849677085876, 'entity': {}}]"
 
file: ,POJ/74/1095.txt
results: ,"[{'id': 'POJ/22/252.txt', 'distance': 0.854968249797821, 'entity': {}}, {'id': 'POJ/13/1931.txt', 'distance': 0.8501781821250916, 'entity': {}}, {'id': 'POJ/14/452.txt', 'distance': 0.8223572373390198, 'entity': {}}, {'id': 'POJ/14/292.txt', 'distance': 0.8214722275733948, 'entity': {}}, {'id': 'POJ/13/155.txt', 'distance': 0.819419801235199, 'entity': {}}, {'id': 'POJ/14/1188.txt', 'distance': 0.8133596181869507, 'entity': {}}, {'id': 'POJ/22/909.txt', 'distance': 0.8128657341003418, 'entity': {}}, {'id': 'POJ/22/606.txt', 'distance': 0.8095412254333496, 'entity': {}}, {'id': 'POJ/22/242.txt', 'distance': 0.8041746020317078, 'entity': {}}, {'id': 'POJ/22/186.txt', 'distance': 0.8020313382148743, 'entity': {}}]"
 
file: ,POJ/74/475.txt
results: ,"[{'id': 'POJ/35/2260.txt', 'distance': 0.8638660311698914, 'entity': {}}, {'id': 'POJ/81/1961.txt', 'distance': 0.8632664680480957, 'entity': {}}, {'id': 'POJ/29/1042.txt', 'distance': 0.8566600680351257, 'entity': {}}, {'id': 'POJ/35/653.txt', 'distance': 0.8565928339958191, 'entity': {}}, {'id': 'POJ/71/2350.txt', 'distance': 0.8556131720542908, 'entity': {}}, {'id': 'POJ/96/26.txt', 'distance': 0.854092538356781, 'entity': {}}, {'id': 'POJ/22/1049.txt', 'distance': 0.8526800870895386, 'entity': {}}, {'id': 'POJ/23/206.txt', 'distance': 0.8523944616317749, 'entity': {}}, {'id': 'POJ/19/281.txt', 'distance': 0.8519260883331299, 'entity': {}}, {'id': 'POJ/51/841.txt', 'distance': 0.8514192700386047, 'entity': {}}]"
 
file: ,POJ/74/828.txt
results: ,"[{'id': 'POJ/13/140.txt', 'distance': 0.819892168045044, 'entity': {}}, {'id': 'POJ/44/96.txt', 'distance': 0.5766648054122925, 'entity': {}}, {'id': 'POJ/101/157.txt', 'distance': 0.5759098529815674, 'entity': {}}, {'id': 'POJ/30/1391.txt', 'distance': 0.5740652680397034, 'entity': {}}, {'id': 'POJ/14/408.txt', 'distance': 0.573881983757019, 'entity': {}}, {'id': 'POJ/1/122.txt', 'distance': 0.5731605887413025, 'entity': {}}, {'id': 'POJ/32/784.txt', 'distance': 0.572015106678009, 'entity': {}}, {'id': 'POJ/8/1006.txt', 'distance': 0.571255087852478, 'entity': {}}, {'id': 'POJ/46/671.txt', 'distance': 0.5699864625930786, 'entity': {}}, {'id': 'POJ/59/1919.txt', 'distance': 0.5674881339073181, 'entity': {}}]"
 
file: ,POJ/6/1220.txt
results: ,"[{'id': 'POJ/82/304.txt', 'distance': 0.8388137221336365, 'entity': {}}, {'id': 'POJ/75/82.txt', 'distance': 0.8376049995422363, 'entity': {}}, {'id': 'POJ/51/596.txt', 'distance': 0.8349485993385315, 'entity': {}}, {'id': 'POJ/89/727.txt', 'distance': 0.8335639238357544, 'entity': {}}, {'id': 'POJ/85/1095.txt', 'distance': 0.8307557702064514, 'entity': {}}, {'id': 'POJ/79/1447.txt', 'distance': 0.8306921124458313, 'entity': {}}, {'id': 'POJ/43/595.txt', 'distance': 0.8305069208145142, 'entity': {}}, {'id': 'POJ/37/266.txt', 'distance': 0.8301866054534912, 'entity': {}}, {'id': 'POJ/13/984.txt', 'distance': 0.8295788764953613, 'entity': {}}, {'id': 'POJ/59/1519.txt', 'distance': 0.8287287950515747, 'entity': {}}]"
 
file: ,POJ/28/1379.txt
results: ,"[{'id': 'POJ/22/817.txt', 'distance': 0.6312677264213562, 'entity': {}}, {'id': 'POJ/5/1111.txt', 'distance': 0.6260168552398682, 'entity': {}}, {'id': 'POJ/73/981.txt', 'distance': 0.6259130835533142, 'entity': {}}, {'id': 'POJ/76/140.txt', 'distance': 0.620661735534668, 'entity': {}}, {'id': 'POJ/5/161.txt', 'distance': 0.6198979616165161, 'entity': {}}, {'id': 'POJ/22/859.txt', 'distance': 0.6171085834503174, 'entity': {}}, {'id': 'POJ/89/793.txt', 'distance': 0.6141090393066406, 'entity': {}}, {'id': 'POJ/13/708.txt', 'distance': 0.6138371229171753, 'entity': {}}, {'id': 'POJ/5/1153.txt', 'distance': 0.6138181090354919, 'entity': {}}, {'id': 'POJ/4/2024.txt', 'distance': 0.6132352352142334, 'entity': {}}]"
 
file: ,POJ/17/253.txt
results: ,"[{'id': 'POJ/64/1935.txt', 'distance': 0.8645129203796387, 'entity': {}}, {'id': 'POJ/14/1414.txt', 'distance': 0.8628324866294861, 'entity': {}}, {'id': 'POJ/9/1445.txt', 'distance': 0.8625240325927734, 'entity': {}}, {'id': 'POJ/99/2763.txt', 'distance': 0.8611251711845398, 'entity': {}}, {'id': 'POJ/64/2713.txt', 'distance': 0.8610628247261047, 'entity': {}}, {'id': 'POJ/31/1442.txt', 'distance': 0.8600621819496155, 'entity': {}}, {'id': 'POJ/66/360.txt', 'distance': 0.8598343133926392, 'entity': {}}, {'id': 'POJ/83/1624.txt', 'distance': 0.8587131500244141, 'entity': {}}, {'id': 'POJ/64/2818.txt', 'distance': 0.8586115837097168, 'entity': {}}, {'id': 'POJ/39/2075.txt', 'distance': 0.8581468462944031, 'entity': {}}]"
 
file: ,POJ/1/1251.txt
results: ,"[{'id': 'POJ/25/946.txt', 'distance': 0.8533823490142822, 'entity': {}}, {'id': 'POJ/25/119.txt', 'distance': 0.8491711616516113, 'entity': {}}, {'id': 'POJ/25/370.txt', 'distance': 0.8443861603736877, 'entity': {}}, {'id': 'POJ/22/1059.txt', 'distance': 0.8351166248321533, 'entity': {}}, {'id': 'POJ/22/377.txt', 'distance': 0.828372061252594, 'entity': {}}, {'id': 'POJ/25/39.txt', 'distance': 0.8248400688171387, 'entity': {}}, {'id': 'POJ/46/3075.txt', 'distance': 0.8243137001991272, 'entity': {}}, {'id': 'POJ/75/996.txt', 'distance': 0.82308429479599, 'entity': {}}, {'id': 'POJ/59/942.txt', 'distance': 0.822966992855072, 'entity': {}}, {'id': 'POJ/5/235.txt', 'distance': 0.8211969137191772, 'entity': {}}]"
 
file: ,POJ/1/1451.txt
results: ,"[{'id': 'POJ/25/370.txt', 'distance': 0.9041542410850525, 'entity': {}}, {'id': 'POJ/25/119.txt', 'distance': 0.9003381133079529, 'entity': {}}, {'id': 'POJ/22/1059.txt', 'distance': 0.8992559313774109, 'entity': {}}, {'id': 'POJ/25/39.txt', 'distance': 0.8907990455627441, 'entity': {}}, {'id': 'POJ/25/946.txt', 'distance': 0.8696005940437317, 'entity': {}}, {'id': 'POJ/22/377.txt', 'distance': 0.8624981045722961, 'entity': {}}, {'id': 'POJ/22/212.txt', 'distance': 0.855059027671814, 'entity': {}}, {'id': 'POJ/25/542.txt', 'distance': 0.8547875881195068, 'entity': {}}, {'id': 'POJ/2/1150.txt', 'distance': 0.8525434136390686, 'entity': {}}, {'id': 'POJ/76/713.txt', 'distance': 0.8506771326065063, 'entity': {}}]"
 
file: ,POJ/1/1973.txt
results: ,"[{'id': 'POJ/22/666.txt', 'distance': 0.8684407472610474, 'entity': {}}, {'id': 'POJ/14/452.txt', 'distance': 0.8401705622673035, 'entity': {}}, {'id': 'POJ/13/1931.txt', 'distance': 0.8211756944656372, 'entity': {}}, {'id': 'POJ/5/869.txt', 'distance': 0.8094920516014099, 'entity': {}}, {'id': 'POJ/22/242.txt', 'distance': 0.8030416965484619, 'entity': {}}, {'id': 'POJ/22/469.txt', 'distance': 0.802521824836731, 'entity': {}}, {'id': 'POJ/22/606.txt', 'distance': 0.7751203179359436, 'entity': {}}, {'id': 'POJ/13/27.txt', 'distance': 0.7741618156433105, 'entity': {}}, {'id': 'POJ/13/1946.txt', 'distance': 0.7571145296096802, 'entity': {}}, {'id': 'POJ/5/1046.txt', 'distance': 0.75098717212677, 'entity': {}}]"
 
file: ,POJ/1/753.txt
results: ,"[{'id': 'POJ/25/542.txt', 'distance': 0.8935114145278931, 'entity': {}}, {'id': 'POJ/25/39.txt', 'distance': 0.8882330656051636, 'entity': {}}, {'id': 'POJ/25/370.txt', 'distance': 0.8818854093551636, 'entity': {}}, {'id': 'POJ/25/119.txt', 'distance': 0.872031033039093, 'entity': {}}, {'id': 'POJ/22/1059.txt', 'distance': 0.865298330783844, 'entity': {}}, {'id': 'POJ/14/254.txt', 'distance': 0.8644658327102661, 'entity': {}}, {'id': 'POJ/14/1381.txt', 'distance': 0.8488948345184326, 'entity': {}}, {'id': 'POJ/14/131.txt', 'distance': 0.8480363488197327, 'entity': {}}, {'id': 'POJ/22/494.txt', 'distance': 0.8347508907318115, 'entity': {}}, {'id': 'POJ/25/131.txt', 'distance': 0.8302522301673889, 'entity': {}}]"
 
file: ,POJ/1/1909.txt
results: ,"[{'id': 'POJ/14/581.txt', 'distance': 0.8807291388511658, 'entity': {}}, {'id': 'POJ/13/340.txt', 'distance': 0.8650937080383301, 'entity': {}}, {'id': 'POJ/25/952.txt', 'distance': 0.8602429032325745, 'entity': {}}, {'id': 'POJ/13/1896.txt', 'distance': 0.8562358617782593, 'entity': {}}, {'id': 'POJ/25/1083.txt', 'distance': 0.8556256890296936, 'entity': {}}, {'id': 'POJ/25/1348.txt', 'distance': 0.8537918925285339, 'entity': {}}, {'id': 'POJ/25/1306.txt', 'distance': 0.8526121377944946, 'entity': {}}, {'id': 'POJ/44/91.txt', 'distance': 0.8524337410926819, 'entity': {}}, {'id': 'POJ/77/1145.txt', 'distance': 0.8501996994018555, 'entity': {}}, {'id': 'POJ/22/493.txt', 'distance': 0.8496580719947815, 'entity': {}}]"
 
file: ,POJ/1/2184.txt
results: ,"[{'id': 'POJ/3/2067.txt', 'distance': 0.8911266326904297, 'entity': {}}, {'id': 'POJ/39/1692.txt', 'distance': 0.889009952545166, 'entity': {}}, {'id': 'POJ/37/152.txt', 'distance': 0.8889710307121277, 'entity': {}}, {'id': 'POJ/84/152.txt', 'distance': 0.888404130935669, 'entity': {}}, {'id': 'POJ/16/789.txt', 'distance': 0.8882818222045898, 'entity': {}}, {'id': 'POJ/99/1012.txt', 'distance': 0.8858187794685364, 'entity': {}}, {'id': 'POJ/82/2408.txt', 'distance': 0.8850783705711365, 'entity': {}}, {'id': 'POJ/42/565.txt', 'distance': 0.8850396871566772, 'entity': {}}, {'id': 'POJ/13/1537.txt', 'distance': 0.8838996887207031, 'entity': {}}, {'id': 'POJ/82/1764.txt', 'distance': 0.8835165500640869, 'entity': {}}]"
 
file: ,POJ/10/1756.txt
results: ,"[{'id': 'POJ/25/393.txt', 'distance': 0.8342965841293335, 'entity': {}}, {'id': 'POJ/29/1569.txt', 'distance': 0.8339744210243225, 'entity': {}}, {'id': 'POJ/96/537.txt', 'distance': 0.8318807482719421, 'entity': {}}, {'id': 'POJ/86/1166.txt', 'distance': 0.8316860198974609, 'entity': {}}, {'id': 'POJ/92/483.txt', 'distance': 0.831289529800415, 'entity': {}}, {'id': 'POJ/4/640.txt', 'distance': 0.8303099274635315, 'entity': {}}, {'id': 'POJ/36/1429.txt', 'distance': 0.8297055959701538, 'entity': {}}, {'id': 'POJ/65/604.txt', 'distance': 0.8293032646179199, 'entity': {}}, {'id': 'POJ/95/1429.txt', 'distance': 0.8291214108467102, 'entity': {}}, {'id': 'POJ/72/350.txt', 'distance': 0.8284651637077332, 'entity': {}}]"
 
file: ,POJ/10/1218.txt
results: ,"[{'id': 'POJ/2/1006.txt', 'distance': 0.8679267168045044, 'entity': {}}, {'id': 'POJ/78/242.txt', 'distance': 0.8665255308151245, 'entity': {}}, {'id': 'POJ/19/79.txt', 'distance': 0.8656456470489502, 'entity': {}}, {'id': 'POJ/103/1150.txt', 'distance': 0.8646714091300964, 'entity': {}}, {'id': 'POJ/96/1035.txt', 'distance': 0.8632635474205017, 'entity': {}}, {'id': 'POJ/39/1408.txt', 'distance': 0.8621068596839905, 'entity': {}}, {'id': 'POJ/2/1289.txt', 'distance': 0.8610348105430603, 'entity': {}}, {'id': 'POJ/39/1391.txt', 'distance': 0.8606877326965332, 'entity': {}}, {'id': 'POJ/39/993.txt', 'distance': 0.8598679304122925, 'entity': {}}, {'id': 'POJ/39/678.txt', 'distance': 0.8598562479019165, 'entity': {}}]"
 
file: ,POJ/19/2405.txt
results: ,"[{'id': 'POJ/5/1046.txt', 'distance': 0.8354701399803162, 'entity': {}}, {'id': 'POJ/13/27.txt', 'distance': 0.8215697407722473, 'entity': {}}, {'id': 'POJ/22/139.txt', 'distance': 0.8171111345291138, 'entity': {}}, {'id': 'POJ/22/41.txt', 'distance': 0.8137195110321045, 'entity': {}}, {'id': 'POJ/14/1069.txt', 'distance': 0.7986569404602051, 'entity': {}}, {'id': 'POJ/14/452.txt', 'distance': 0.7663873434066772, 'entity': {}}, {'id': 'POJ/14/1109.txt', 'distance': 0.763820469379425, 'entity': {}}, {'id': 'POJ/22/469.txt', 'distance': 0.761604368686676, 'entity': {}}, {'id': 'POJ/22/666.txt', 'distance': 0.7311081290245056, 'entity': {}}, {'id': 'POJ/25/392.txt', 'distance': 0.7239744067192078, 'entity': {}}]"
 
file: ,POJ/26/71.txt
results: ,"[{'id': 'POJ/44/270.txt', 'distance': 0.5099109411239624, 'entity': {}}, {'id': 'POJ/49/1164.txt', 'distance': 0.4938954710960388, 'entity': {}}, {'id': 'POJ/45/546.txt', 'distance': 0.4930894374847412, 'entity': {}}, {'id': 'POJ/61/950.txt', 'distance': 0.48618239164352417, 'entity': {}}, {'id': 'POJ/63/200.txt', 'distance': 0.4861316978931427, 'entity': {}}, {'id': 'POJ/10/1471.txt', 'distance': 0.48611918091773987, 'entity': {}}, {'id': 'POJ/1/388.txt', 'distance': 0.4840139150619507, 'entity': {}}, {'id': 'POJ/104/800.txt', 'distance': 0.4839550852775574, 'entity': {}}, {'id': 'POJ/101/371.txt', 'distance': 0.4810170531272888, 'entity': {}}, {'id': 'POJ/88/757.txt', 'distance': 0.4797842502593994, 'entity': {}}]"
 
file: ,POJ/26/199.txt
results: ,"[{'id': 'POJ/22/912.txt', 'distance': 0.8559862971305847, 'entity': {}}, {'id': 'POJ/22/412.txt', 'distance': 0.827732264995575, 'entity': {}}, {'id': 'POJ/13/1710.txt', 'distance': 0.8256275057792664, 'entity': {}}, {'id': 'POJ/5/146.txt', 'distance': 0.8218644857406616, 'entity': {}}, {'id': 'POJ/22/347.txt', 'distance': 0.8177988529205322, 'entity': {}}, {'id': 'POJ/22/120.txt', 'distance': 0.8168537616729736, 'entity': {}}, {'id': 'POJ/22/40.txt', 'distance': 0.8152108192443848, 'entity': {}}, {'id': 'POJ/14/780.txt', 'distance': 0.7967249155044556, 'entity': {}}, {'id': 'POJ/14/645.txt', 'distance': 0.791832447052002, 'entity': {}}, {'id': 'POJ/22/514.txt', 'distance': 0.7827199101448059, 'entity': {}}]"
 
file: ,POJ/8/1383.txt
results: ,"[{'id': 'POJ/22/955.txt', 'distance': 0.8859002590179443, 'entity': {}}, {'id': 'POJ/22/727.txt', 'distance': 0.8251028060913086, 'entity': {}}, {'id': 'POJ/5/171.txt', 'distance': 0.821890115737915, 'entity': {}}, {'id': 'POJ/22/937.txt', 'distance': 0.7884413599967957, 'entity': {}}, {'id': 'POJ/14/149.txt', 'distance': 0.7777359485626221, 'entity': {}}, {'id': 'POJ/22/1089.txt', 'distance': 0.7557114958763123, 'entity': {}}, {'id': 'POJ/14/329.txt', 'distance': 0.7461712956428528, 'entity': {}}, {'id': 'POJ/5/392.txt', 'distance': 0.7350742816925049, 'entity': {}}, {'id': 'POJ/25/312.txt', 'distance': 0.7334132790565491, 'entity': {}}, {'id': 'POJ/22/186.txt', 'distance': 0.722087025642395, 'entity': {}}]"
 
file: ,POJ/8/182.txt
